,bankruptcy,bad,app_id,tot_derog,tot_tr,age_oldest_tr,tot_open_tr,tot_rev_tr,tot_rev_debt,tot_rev_line,rev_util,bureau_score,purch_price,msrp,down_pyt,purpose,loan_term,loan_amt,ltv,tot_income,used_ind,weight
1772,0.0,0.0,3941.0,2.0,15.0,212.0,8.0,6.0,5508.0,13489.0,41.0,729.0,23500.0,26715.5,400.0,b'LEASE',48.0,23495.0,88.0,6250.0,0.0,4.75
1773,0.0,0.0,3944.0,11.0,24.0,131.0,9.0,5.0,4741.0,3766.0,100.0,569.0,0.0,17325.0,838.72,b'LEASE',36.0,18150.0,105.0,4000.0,1.0,4.75
1774,0.0,1.0,3945.0,1.0,24.0,87.0,6.0,1.0,2517.0,3100.0,81.0,668.0,5800.0,0.0,1800.0,b'LOAN',60.0,4000.0,69.0,7300.0,0.0,1.0
1775,0.0,0.0,3947.0,,,,,,,,0.0,801.0,11747.0,8775.0,2000.0,b'LOAN',48.0,11040.25,126.0,3800.0,1.0,4.75
1776,0.0,0.0,3953.0,0.0,10.0,125.0,4.0,2.0,4448.0,9400.0,47.0,721.0,13516.7,13500.0,0.0,b'LOAN',66.0,16534.32,122.0,1300.0,1.0,4.75
1777,0.0,0.0,3954.0,2.0,11.0,162.0,4.0,1.0,161.0,2300.0,7.0,701.0,26000.0,27000.0,15000.0,b'LOAN',48.0,12516.1,46.0,4833.33,1.0,4.75
1778,0.0,1.0,3955.0,1.0,5.0,128.0,,,9998.0,9998.0,100.0,623.0,18636.5,16000.0,2831.19,b'LOAN',60.0,17865.31,112.0,1800.0,1.0,1.0
1779,0.0,0.0,3958.0,0.0,8.0,52.0,6.0,2.0,3267.0,10200.0,32.0,718.0,15212.0,11500.0,1462.0,b'LOAN',60.0,13803.16,120.0,3813.34,1.0,4.75
1780,0.0,1.0,3962.0,3.0,39.0,140.0,9.0,5.0,7363.0,33247.0,22.0,626.0,5949.0,6099.0,0.0,b'LOAN',60.0,5949.0,98.0,0.0,0.0,1.0
1781,0.0,1.0,3963.0,5.0,23.0,82.0,3.0,1.0,3169.0,6148.0,52.0,591.0,24300.0,26700.0,800.0,b'LEASE',63.0,21550.0,88.0,2800.0,1.0,1.0
1782,0.0,0.0,3964.0,0.0,6.0,74.0,4.0,2.0,322.0,16500.0,2.0,755.0,5862.0,0.0,500.0,b'LOAN',60.0,5142.0,88.0,2916.67,0.0,4.75
1783,0.0,0.0,3966.0,3.0,8.0,70.0,3.0,2.0,171.0,2500.0,7.0,669.0,28370.0,21500.0,7895.0,b'LEASE',60.0,26911.33,125.0,2400.0,1.0,4.75
1784,0.0,1.0,3967.0,2.0,5.0,59.0,,,9998.0,9998.0,100.0,591.0,13742.0,13200.0,2000.0,b'LOAN',42.0,11823.710000000001,90.0,2916.0,1.0,1.0
1785,0.0,0.0,3969.0,2.0,31.0,122.0,5.0,2.0,1050.0,10200.0,10.0,,0.0,30119.0,0.0,b'LEASE',60.0,33089.4,110.0,2000.0,0.0,4.75
1786,0.0,1.0,3970.0,5.0,12.0,63.0,2.0,0.0,0.0,640.0,0.0,677.0,22000.0,20275.0,0.0,b'LEASE',48.0,24270.0,120.0,6416.67,1.0,1.0
1787,0.0,0.0,3972.0,0.0,8.0,206.0,,1.0,232.0,23262.0,1.0,784.0,19478.0,20500.0,1250.0,b'LEASE',36.0,18228.0,89.0,2600.0,0.0,4.75
1788,0.0,0.0,3975.0,2.0,22.0,445.0,6.0,5.0,2661.0,35555.0,7.0,643.0,35912.64,39005.0,800.0,b'LEASE',36.0,35112.64,90.0,8333.33,0.0,4.75
1789,0.0,0.0,3976.0,1.0,15.0,81.0,10.0,5.0,4382.0,4180.0,100.0,604.0,5000.0,5000.0,1000.0,b'LOAN',36.0,5723.01,114.0,4000.0,1.0,4.75
1790,0.0,0.0,3979.0,,,,,,,,0.0,,17400.0,19975.0,5400.0,b'LOAN',60.0,12134.7,61.0,5000.0,1.0,4.75
1791,1.0,1.0,3981.0,2.0,3.0,75.0,,,,,0.0,606.0,24904.0,23495.0,1500.0,b'LOAN',60.0,23510.7,100.0,3416.67,0.0,1.0
1792,0.0,1.0,3982.0,3.0,9.0,71.0,,5.0,2755.0,3467.0,79.0,635.0,23127.0,22992.0,0.0,b'LEASE',60.0,25260.97,110.0,4333.33,0.0,1.0
1793,0.0,0.0,3984.0,0.0,9.0,104.0,6.0,4.0,12056.0,19660.0,61.0,663.0,20400.0,18250.0,6000.0,b'LOAN',54.0,11275.84,79.0,12500.0,1.0,4.75
1794,0.0,0.0,3992.0,1.0,22.0,93.0,13.0,10.0,14017.0,19129.0,73.0,659.0,21617.11,21900.0,0.0,b'LEASE',60.0,21617.11,99.0,4416.67,1.0,4.75
1795,1.0,0.0,3993.0,13.0,25.0,108.0,8.0,1.0,698.0,823.0,85.0,589.0,16328.0,15825.0,2802.39,b'LOAN',66.0,15312.07,97.0,3000.0,1.0,4.75
1796,0.0,0.0,3994.0,0.0,2.0,24.0,,,,,0.0,737.0,11800.0,11500.0,200.0,b'LOAN',60.0,14577.44,127.0,1425.0,1.0,4.75
1797,0.0,0.0,3995.0,0.0,26.0,391.0,7.0,5.0,3262.0,70080.0,5.0,808.0,29735.73,29990.0,540.53,b'LEASE',48.0,29195.2,97.0,14333.33,0.0,4.75
1798,0.0,0.0,3996.0,0.0,26.0,159.0,7.0,4.0,6193.0,27497.0,23.0,744.0,41921.42,34144.0,2250.4500000000003,b'LEASE',60.0,39521.37,116.0,7200.0,0.0,4.75
1799,0.0,0.0,4003.0,0.0,35.0,197.0,8.0,6.0,18309.0,48905.0,37.0,744.0,17545.0,13950.0,328.0,b'LEASE',36.0,17217.0,123.0,13000.0,1.0,4.75
1800,0.0,1.0,4004.0,4.0,34.0,207.0,6.0,3.0,24328.0,28046.0,87.0,637.0,11400.0,11675.0,400.0,b'LOAN',60.0,13216.5,113.0,1400.0,1.0,1.0
1801,0.0,0.0,4005.0,0.0,10.0,75.0,3.0,1.0,4373.0,0.0,0.0,775.0,21834.0,20905.0,0.0,b'LEASE',60.0,22829.37,109.0,4000.0,0.0,4.75
1802,0.0,1.0,4006.0,0.0,9.0,60.0,7.0,5.0,6215.0,11749.0,53.0,603.0,24547.0,27805.0,0.0,b'LEASE',60.0,26151.29,94.0,3000.0,0.0,1.0
1803,0.0,0.0,4008.0,0.0,20.0,300.0,4.0,2.0,3033.0,23760.0,13.0,717.0,32625.31,33592.0,4517.14,b'LEASE',36.0,28506.260000000002,85.0,20416.670000000002,0.0,4.75
1804,0.0,0.0,4009.0,0.0,14.0,54.0,10.0,6.0,6071.0,17805.0,34.0,665.0,32921.87,32000.0,0.0,b'LEASE',60.0,34921.87,109.0,4391.67,1.0,4.75
1805,0.0,0.0,4012.0,5.0,31.0,232.0,6.0,1.0,2065.0,35000.0,6.0,706.0,27000.0,27500.0,0.0,b'LEASE',39.0,26762.0,98.0,13333.33,0.0,4.75
1806,0.0,1.0,4014.0,1.0,19.0,165.0,8.0,5.0,11429.0,16664.0,69.0,683.0,31467.0,29138.0,0.0,b'LEASE',60.0,31587.690000000002,108.0,10845.83,0.0,1.0
1807,0.0,1.0,4018.0,4.0,9.0,59.0,,1.0,1885.0,6000.0,31.0,614.0,16000.0,16000.0,0.0,b'LOAN',60.0,19526.49,122.0,1833.33,1.0,1.0
1808,0.0,0.0,4019.0,1.0,47.0,350.0,14.0,9.0,13737.0,50800.0,27.0,661.0,6957.0,7000.0,0.0,b'LOAN',48.0,7109.5,102.0,2500.0,1.0,4.75
1809,0.0,0.0,4020.0,0.0,17.0,345.0,5.0,3.0,11695.0,15600.0,75.0,781.0,22500.0,22000.0,0.0,b'LEASE',39.0,20827.45,102.0,4500.0,1.0,4.75
1810,0.0,0.0,4022.0,0.0,38.0,149.0,,5.0,7012.0,81700.0,9.0,752.0,17847.0,18280.0,0.0,b'LEASE',48.0,18392.55,101.0,8920.92,1.0,4.75
1811,0.0,1.0,4025.0,2.0,29.0,266.0,,9.0,6530.0,17216.0,38.0,614.0,10585.0,8600.0,2085.0,b'LOAN',60.0,10208.49,119.0,3300.0,1.0,1.0
1812,0.0,0.0,4027.0,1.0,11.0,147.0,2.0,1.0,361.0,10900.0,3.0,807.0,8453.0,10125.0,0.0,b'LOAN',48.0,9459.630000000001,93.0,7327.0,1.0,4.75
1813,0.0,0.0,4029.0,1.0,35.0,112.0,8.0,5.0,1804.0,34456.0,5.0,720.0,7883.75,8500.0,2000.0,b'LOAN',54.0,6018.75,71.0,3333.33,1.0,4.75
1814,0.0,0.0,4030.0,2.0,5.0,16.0,4.0,3.0,1460.0,1700.0,86.0,612.0,13173.0,17075.0,3130.0,b'LOAN',60.0,10133.6,59.0,983.33,1.0,4.75
1815,0.0,0.0,4032.0,0.0,15.0,85.0,,2.0,4813.0,10500.0,46.0,731.0,7852.0,7000.0,100.0,b'LOAN',54.0,7890.0,113.0,1200.0,1.0,4.75
1816,0.0,0.0,4035.0,0.0,17.0,157.0,6.0,2.0,2007.0,13000.0,15.0,803.0,32595.0,30100.0,3968.0,b'LOAN',72.0,28728.52,95.0,3166.67,1.0,4.75
1817,0.0,0.0,4036.0,0.0,16.0,243.0,4.0,2.0,1149.0,31206.0,4.0,772.0,23540.0,22600.0,5929.83,b'LEASE',36.0,17610.27,78.0,5000.0,0.0,4.75
1818,0.0,0.0,4037.0,0.0,31.0,185.0,4.0,1.0,8554.0,27400.0,31.0,754.0,10100.0,0.0,0.0,b'LOAN',60.0,9887.630000000001,98.0,5900.0,0.0,4.75
1819,0.0,0.0,4038.0,0.0,4.0,20.0,3.0,2.0,802.0,8186.0,10.0,701.0,25620.0,25620.0,0.0,b'LEASE',60.0,25464.11,100.0,4000.0,0.0,4.75
1820,0.0,0.0,4039.0,,,,,,,,0.0,,11171.0,12625.0,2000.0,b'LOAN',60.0,9306.2,74.0,3900.0,1.0,4.75
1821,0.0,0.0,4040.0,1.0,13.0,340.0,3.0,0.0,0.0,7100.0,0.0,719.0,21283.0,16145.0,0.0,b'LOAN',72.0,22530.920000000002,140.0,3200.0,0.0,4.75
1822,0.0,0.0,4042.0,0.0,10.0,111.0,2.0,0.0,0.0,10100.0,0.0,774.0,15623.0,14050.0,3500.0,b'LEASE',36.0,13523.0,96.0,4983.33,1.0,4.75
1823,0.0,0.0,4045.0,0.0,13.0,87.0,3.0,0.0,0.0,7800.0,0.0,761.0,15698.75,14750.0,1000.0,b'LOAN',60.0,14850.73,101.0,2750.0,1.0,4.75
1824,0.0,1.0,4049.0,0.0,15.0,272.0,11.0,8.0,48277.0,49019.0,98.0,712.0,21969.0,17200.0,0.0,b'LEASE',60.0,21969.0,128.0,2494.32,0.0,1.0
1825,0.0,0.0,4051.0,8.0,16.0,220.0,5.0,2.0,5582.0,4800.0,100.0,570.0,16665.0,16225.0,8500.0,b'LOAN',36.0,9784.95,60.0,6416.67,1.0,4.75
1826,0.0,1.0,4052.0,0.0,2.0,9.0,,2.0,1817.0,4283.0,42.0,648.0,6800.0,7400.0,500.0,b'LOAN',36.0,6809.42,92.0,2300.0,1.0,1.0
1827,0.0,0.0,4054.0,2.0,12.0,271.0,4.0,3.0,3600.0,4008.0,90.0,680.0,17828.0,16875.0,0.0,b'LOAN',72.0,18792.58,111.0,2500.0,1.0,4.75
1828,0.0,0.0,4056.0,0.0,3.0,29.0,3.0,1.0,221.0,221.0,100.0,643.0,8000.0,8000.0,2000.0,b'LOAN',42.0,6939.7300000000005,87.0,1250.0,1.0,4.75
1829,0.0,0.0,4057.0,3.0,8.0,225.0,,,9998.0,9998.0,100.0,620.0,13500.0,13500.0,2000.0,b'LOAN',60.0,9993.4,85.0,2833.33,0.0,4.75
1830,0.0,0.0,4062.0,1.0,19.0,444.0,,1.0,843.0,20300.0,4.0,699.0,9668.0,9000.0,568.0,b'LOAN',48.0,8654.460000000001,101.0,3000.0,1.0,4.75
1831,0.0,0.0,4063.0,0.0,50.0,294.0,10.0,5.0,3835.0,67247.0,6.0,808.0,17845.0,17175.0,0.0,b'LOAN',60.0,16085.0,94.0,7083.34,1.0,4.75
1832,0.0,0.0,4064.0,4.0,16.0,74.0,8.0,6.0,7754.0,14180.0,55.0,620.0,13000.0,14500.0,0.0,b'LOAN',54.0,12916.85,90.0,3750.0,1.0,4.75
1833,0.0,0.0,4065.0,5.0,15.0,425.0,7.0,6.0,11743.0,16541.0,71.0,658.0,10267.06,9300.0,1000.0,b'LOAN',60.0,10101.19,109.0,2300.0,1.0,4.75
1834,0.0,0.0,4066.0,3.0,8.0,41.0,3.0,2.0,1482.0,2119.0,70.0,614.0,15875.66,14275.0,4400.0,b'LOAN',60.0,12489.76,87.0,1400.0,1.0,4.75
1835,0.0,1.0,4068.0,3.0,14.0,146.0,6.0,5.0,12559.0,19200.0,65.0,683.0,15000.0,15275.0,0.0,b'LEASE',60.0,15640.0,102.0,1400.0,1.0,1.0
1836,0.0,0.0,4069.0,,,,,,,,0.0,,13923.0,11025.0,6258.0,b'LOAN',54.0,7691.95,70.0,2400.0,1.0,4.75
1837,0.0,1.0,4070.0,0.0,2.0,6.0,2.0,1.0,108.0,300.0,36.0,637.0,23379.0,20355.0,1000.0,b'LOAN',66.0,23665.09,116.0,2500.0,0.0,1.0
1838,0.0,0.0,4071.0,0.0,17.0,150.0,2.0,1.0,390.0,25320.0,2.0,844.0,7500.0,16000.0,0.0,b'LOAN',48.0,7566.610000000001,47.0,1500.0,1.0,4.75
1839,0.0,0.0,4073.0,2.0,6.0,97.0,,3.0,400.0,671.0,60.0,645.0,12496.0,11250.0,1600.0,b'LOAN',60.0,11021.050000000001,98.0,2000.0,1.0,4.75
1840,0.0,0.0,4074.0,0.0,14.0,193.0,4.0,3.0,544.0,8800.0,6.0,793.0,36954.01,43423.0,0.0,b'LEASE',24.0,36954.01,85.0,6666.67,0.0,4.75
1841,0.0,1.0,4075.0,1.0,4.0,66.0,2.0,1.0,55.0,506.0,11.0,643.0,23414.0,23695.0,0.0,b'LEASE',48.0,23884.0,101.0,2000.0,0.0,1.0
1842,0.0,0.0,4082.0,0.0,6.0,36.0,,2.0,4611.0,10000.0,46.0,747.0,15169.0,14900.0,3000.0,b'LOAN',60.0,12110.0,82.0,6000.0,0.0,4.75
1843,0.0,1.0,4083.0,0.0,21.0,158.0,,6.0,19685.0,27861.0,71.0,,49214.0,46014.0,1000.0,b'LEASE',60.0,48936.06,106.0,0.0,0.0,1.0
1844,0.0,0.0,4084.0,0.0,16.0,72.0,7.0,4.0,8079.0,31800.0,25.0,731.0,20797.91,18238.0,0.0,b'LEASE',60.0,21344.8,117.0,2583.33,0.0,4.75
1845,0.0,0.0,4085.0,0.0,21.0,172.0,4.0,2.0,3255.0,12700.0,26.0,745.0,30400.0,31000.0,9000.0,b'LOAN',72.0,24352.07,79.0,4166.67,1.0,4.75
1846,0.0,0.0,4087.0,0.0,11.0,60.0,6.0,2.0,1306.0,2849.0,46.0,709.0,15914.0,13509.0,0.0,b'LEASE',60.0,16884.010000000002,125.0,1733.33,0.0,4.75
1847,1.0,0.0,4089.0,8.0,19.0,131.0,9.0,7.0,9800.0,8648.0,100.0,654.0,14650.0,13850.0,1000.0,b'LOAN',60.0,15858.95,115.0,4083.33,1.0,4.75
1848,0.0,0.0,4090.0,2.0,3.0,155.0,,,9998.0,9998.0,100.0,680.0,15715.0,15000.0,0.0,b'LOAN',66.0,15491.25,105.0,12375.0,1.0,4.75
1849,0.0,0.0,4093.0,0.0,8.0,145.0,4.0,3.0,16002.0,27800.0,58.0,712.0,25462.350000000002,22480.0,2691.17,b'LOAN',72.0,22536.58,101.0,2500.0,1.0,4.75
1850,0.0,1.0,4094.0,8.0,26.0,185.0,3.0,1.0,1377.0,11200.0,12.0,661.0,21725.0,21000.0,0.0,b'LEASE',48.0,22594.0,108.0,4416.67,1.0,1.0
1851,1.0,0.0,4095.0,14.0,23.0,96.0,4.0,3.0,3625.0,15049.0,24.0,599.0,23551.0,23000.0,1000.0,b'LOAN',60.0,22342.18,98.0,4333.33,1.0,4.75
1852,0.0,1.0,4096.0,0.0,2.0,19.0,2.0,1.0,1523.0,1500.0,100.0,698.0,14770.65,15100.0,2000.0,b'LOAN',66.0,13760.65,91.0,1561.0,1.0,1.0
1853,0.0,0.0,4097.0,0.0,4.0,11.0,2.0,1.0,975.0,850.0,100.0,633.0,17154.0,16271.0,5208.0,b'LOAN',60.0,12819.02,79.0,1833.33,0.0,4.75
1854,0.0,1.0,4099.0,0.0,3.0,39.0,3.0,1.0,516.0,500.0,100.0,645.0,35695.0,35995.0,0.0,b'LEASE',60.0,36838.0,102.0,7500.0,0.0,1.0
1855,0.0,0.0,4101.0,3.0,21.0,142.0,6.0,3.0,4954.0,6806.0,73.0,691.0,18800.0,17875.0,800.0,b'LOAN',60.0,18102.84,101.0,2000.0,1.0,4.75
1856,0.0,0.0,4102.0,0.0,18.0,147.0,4.0,3.0,3823.0,38300.0,10.0,766.0,22971.0,23635.0,4000.0,b'LOAN',60.0,19284.0,82.0,4000.0,0.0,4.75
1857,0.0,0.0,4103.0,0.0,21.0,155.0,8.0,5.0,54095.0,58076.0,93.0,650.0,35588.0,26985.0,1500.0,b'LOAN',72.0,35674.48,132.0,8000.0,0.0,4.75
1858,0.0,0.0,4104.0,0.0,9.0,102.0,1.0,0.0,0.0,9000.0,0.0,760.0,17680.78,16145.0,0.0,b'LEASE',48.0,17680.78,110.0,3000.0,0.0,4.75
1859,0.0,0.0,4111.0,0.0,15.0,125.0,3.0,2.0,4096.0,13400.0,31.0,750.0,32643.0,33710.0,24000.0,b'LOAN',36.0,8077.110000000001,26.0,3166.0,0.0,4.75
1860,0.0,0.0,4112.0,4.0,8.0,55.0,3.0,2.0,1859.0,1814.0,100.0,631.0,11458.0,11225.0,500.0,b'LOAN',60.0,12362.77,110.0,1550.0,1.0,4.75
1861,0.0,0.0,4114.0,1.0,11.0,157.0,,1.0,117.0,2400.0,5.0,721.0,21070.0,22825.0,470.0,b'LEASE',36.0,20600.0,90.0,3466.67,1.0,4.75
1862,0.0,0.0,4115.0,2.0,19.0,228.0,5.0,4.0,12010.0,14954.0,80.0,644.0,14100.0,13000.0,0.0,b'LOAN',60.0,14407.04,111.0,2500.0,1.0,4.75
1863,0.0,0.0,4116.0,4.0,9.0,18.0,,,,,0.0,604.0,11775.0,6500.0,5275.0,b'LOAN',54.0,6585.0,101.0,1550.0,1.0,4.75
1864,0.0,0.0,4117.0,0.0,3.0,27.0,3.0,2.0,1889.0,3486.0,54.0,698.0,18331.0,20331.0,1502.0,b'LOAN',72.0,16975.48,83.0,2190.0,0.0,4.75
1865,0.0,0.0,4120.0,1.0,20.0,132.0,8.0,4.0,10605.0,32675.0,32.0,658.0,35985.0,36000.0,0.0,b'LEASE',60.0,36380.0,101.0,8333.33,0.0,4.75
1866,0.0,1.0,4121.0,2.0,12.0,205.0,,,,,0.0,649.0,29950.0,25000.0,4950.0,b'LOAN',66.0,31246.690000000002,125.0,3080.0,1.0,1.0
1867,1.0,0.0,4122.0,5.0,13.0,134.0,2.0,1.0,648.0,660.0,98.0,718.0,7500.0,7400.0,500.0,b'LOAN',60.0,7395.610000000001,100.0,2654.0,1.0,4.75
1868,0.0,0.0,4123.0,1.0,3.0,64.0,,,9998.0,0.0,0.0,642.0,13818.0,12850.0,3000.0,b'LOAN',60.0,10518.87,84.0,2600.0,0.0,4.75
1869,0.0,0.0,4125.0,0.0,25.0,166.0,6.0,2.0,286.0,22900.0,1.0,773.0,6400.0,0.0,600.0,b'LOAN',60.0,5801.36,91.0,5000.0,0.0,4.75
1870,0.0,0.0,4127.0,0.0,22.0,111.0,6.0,2.0,102.0,1874.0,5.0,761.0,14743.0,11500.0,0.0,b'LOAN',60.0,15890.7,138.0,1800.0,1.0,4.75
1871,0.0,0.0,4128.0,0.0,4.0,26.0,2.0,1.0,497.0,500.0,99.0,670.0,12708.0,11500.0,1000.0,b'LOAN',60.0,11748.29,102.0,1800.0,1.0,4.75
1872,0.0,0.0,4131.0,6.0,11.0,107.0,4.0,3.0,997.0,1133.0,88.0,705.0,19632.0,19632.0,3000.0,b'LOAN',60.0,18243.4,93.0,5250.0,1.0,4.75
1873,0.0,1.0,4132.0,0.0,27.0,178.0,10.0,9.0,8461.0,34285.0,25.0,660.0,11543.0,10925.0,3000.0,b'LOAN',54.0,8695.0,80.0,,1.0,1.0
1874,0.0,0.0,4133.0,0.0,12.0,175.0,1.0,0.0,0.0,5200.0,0.0,776.0,17100.0,17000.0,7000.0,b'LOAN',36.0,8960.1,54.0,2342.0,0.0,4.75
1875,0.0,0.0,4135.0,4.0,24.0,313.0,9.0,5.0,4161.0,11800.0,35.0,652.0,10718.0,9980.0,6000.0,b'LOAN',36.0,6026.2,60.0,6000.0,1.0,4.75
1876,0.0,1.0,4136.0,0.0,11.0,15.0,8.0,6.0,3146.0,5800.0,54.0,617.0,14834.0,12500.0,2500.0,b'LOAN',54.0,11513.68,99.0,2500.0,1.0,1.0
1877,0.0,1.0,4137.0,4.0,21.0,204.0,8.0,4.0,27055.0,26085.0,100.0,634.0,27735.0,32800.0,0.0,b'LEASE',48.0,27830.0,85.0,20833.33,0.0,1.0
1878,0.0,0.0,4139.0,1.0,10.0,492.0,3.0,2.0,482.0,10102.0,5.0,709.0,7461.0,6100.0,500.0,b'LOAN',60.0,8233.75,135.0,300.0,1.0,4.75
1879,0.0,0.0,4140.0,0.0,7.0,46.0,5.0,4.0,2740.0,3675.0,75.0,604.0,10600.0,8000.0,2600.0,b'LOAN',48.0,7785.25,100.0,2795.0,1.0,4.75
1880,0.0,1.0,4141.0,8.0,12.0,124.0,,1.0,59.0,500.0,12.0,636.0,15500.0,14700.0,4000.0,b'LOAN',48.0,12874.35,88.0,2083.33,1.0,1.0
1881,1.0,0.0,4142.0,3.0,16.0,136.0,6.0,4.0,2446.0,8700.0,28.0,713.0,16800.0,16365.0,0.0,b'LOAN',66.0,14920.52,103.0,4150.0,0.0,4.75
1882,0.0,0.0,4144.0,17.0,27.0,64.0,,,9998.0,0.0,0.0,774.0,26295.0,23000.0,0.0,b'LOAN',66.0,32386.66,141.0,12500.0,1.0,4.75
1883,0.0,0.0,4145.0,0.0,1.0,8.0,,,,,0.0,675.0,13183.9,19998.0,0.0,b'LOAN',66.0,13358.9,67.0,1600.0,0.0,4.75
1884,0.0,0.0,4149.0,3.0,11.0,122.0,4.0,2.0,567.0,9850.0,6.0,649.0,9103.0,10200.0,0.0,b'LOAN',60.0,9808.75,96.0,1980.0,1.0,4.75
1885,0.0,0.0,4150.0,0.0,20.0,135.0,5.0,3.0,11852.0,24985.0,47.0,745.0,16100.0,11975.0,2500.0,b'LOAN',66.0,14761.880000000001,123.0,2916.67,1.0,4.75
1886,0.0,0.0,4151.0,1.0,19.0,146.0,8.0,6.0,2014.0,4335.0,46.0,704.0,21971.65,21971.65,2000.0,b'LEASE',36.0,20820.0,95.0,3491.67,1.0,4.75
1887,0.0,0.0,4152.0,0.0,14.0,147.0,1.0,0.0,0.0,7400.0,0.0,785.0,34936.0,30000.0,11363.0,b'LOAN',66.0,24827.350000000002,83.0,6666.67,1.0,4.75
1888,0.0,0.0,4155.0,0.0,2.0,18.0,,,,,0.0,,10890.0,11600.0,0.0,b'LOAN',60.0,6306.62,55.0,1800.0,1.0,4.75
1889,0.0,1.0,4156.0,0.0,16.0,123.0,8.0,5.0,12120.0,7373.0,100.0,704.0,20352.0,15900.0,3352.0,b'LOAN',60.0,20316.0,128.0,9200.0,1.0,1.0
1890,0.0,0.0,4157.0,7.0,33.0,307.0,6.0,2.0,5023.0,5100.0,98.0,674.0,27918.54,26310.0,952.86,b'LEASE',60.0,26965.68,102.0,4400.0,0.0,4.75
1891,0.0,1.0,4159.0,2.0,4.0,166.0,,1.0,456.0,518.0,88.0,675.0,21494.0,19500.0,2478.0,b'LEASE',48.0,21190.5,109.0,5666.66,1.0,1.0
1892,0.0,0.0,4160.0,0.0,18.0,227.0,4.0,2.0,2799.0,49090.0,6.0,774.0,19400.0,15160.0,1000.0,b'LOAN',66.0,20313.15,134.0,2832.0,1.0,4.75
1893,0.0,0.0,4161.0,0.0,11.0,322.0,,4.0,13957.0,33767.0,41.0,752.0,15300.0,17265.0,5000.0,b'LOAN',66.0,11291.22,65.0,2833.33,0.0,4.75
1894,0.0,0.0,4162.0,,,,,,,,0.0,,24008.0,24220.0,5000.0,b'LOAN',60.0,18147.760000000002,78.0,1666.67,0.0,4.75
1895,0.0,0.0,4163.0,0.0,25.0,343.0,3.0,2.0,180.0,33051.0,1.0,730.0,34400.0,40085.0,26400.0,b'LOAN',48.0,8280.01,21.0,2500.0,1.0,4.75
1896,1.0,0.0,4164.0,6.0,6.0,68.0,,0.0,0.0,192.0,0.0,528.0,15400.0,11400.0,8000.0,b'LOAN',54.0,6812.7,60.0,27040.0,1.0,4.75
1897,1.0,1.0,4168.0,,,,,,,,0.0,,27959.3,25695.0,2264.3,b'LOAN',66.0,25874.3,101.0,2025.0,0.0,1.0
1898,0.0,0.0,4169.0,9.0,28.0,112.0,8.0,4.0,9771.0,27906.0,35.0,649.0,16700.0,16700.0,0.0,b'LEASE',48.0,16500.0,100.0,4133.33,1.0,4.75
1899,0.0,1.0,4171.0,4.0,9.0,73.0,3.0,1.0,2325.0,2999.0,78.0,640.0,18995.0,20070.0,700.0,b'LOAN',66.0,20829.88,104.0,4500.0,1.0,1.0
1900,0.0,0.0,4175.0,0.0,31.0,293.0,10.0,7.0,4478.0,24666.0,18.0,697.0,36345.0,35510.0,1500.0,b'LEASE',48.0,24895.36,98.0,2250.0,0.0,4.75
1901,0.0,0.0,4176.0,0.0,31.0,188.0,12.0,8.0,7960.0,37245.0,21.0,719.0,22827.5,23325.0,0.0,b'LEASE',48.0,22827.5,98.0,8416.67,1.0,4.75
1902,0.0,0.0,4179.0,0.0,26.0,265.0,4.0,2.0,4318.0,37800.0,11.0,783.0,33116.97,34040.0,16616.97,b'LOAN',60.0,15000.0,44.0,4166.0,0.0,4.75
1903,0.0,0.0,4182.0,2.0,21.0,280.0,4.0,1.0,418.0,1493.0,28.0,729.0,12890.0,10675.0,2300.0,b'LOAN',66.0,12138.0,114.0,2300.0,1.0,4.75
1904,0.0,0.0,4184.0,1.0,33.0,193.0,8.0,4.0,11452.0,14600.0,78.0,703.0,14400.0,14000.0,0.0,b'LOAN',66.0,14554.74,104.0,7083.33,1.0,4.75
1905,0.0,0.0,4186.0,5.0,19.0,240.0,5.0,1.0,1357.0,9170.0,15.0,723.0,23000.0,32000.0,2000.0,b'LEASE',36.0,20843.14,66.0,7583.33,1.0,4.75
1906,0.0,0.0,4187.0,0.0,17.0,123.0,6.0,4.0,15373.0,20995.0,73.0,682.0,40731.0,41500.0,0.0,b'LEASE',60.0,34640.0,98.0,5833.33,0.0,4.75
1907,0.0,0.0,4188.0,0.0,10.0,334.0,3.0,2.0,335.0,10063.0,3.0,803.0,19096.98,19000.0,2500.0,b'LOAN',60.0,16731.98,88.0,3333.33,1.0,4.75
1908,0.0,0.0,4189.0,3.0,25.0,321.0,4.0,1.0,67.0,13315.0,1.0,695.0,25874.0,28175.0,0.0,b'LEASE',36.0,25874.0,92.0,2500.0,1.0,4.75
1909,0.0,0.0,4190.0,0.0,1.0,9.0,2.0,1.0,78.0,500.0,16.0,688.0,18193.0,16775.0,0.0,b'LOAN',60.0,22847.62,136.0,3500.0,1.0,4.75
1910,0.0,0.0,4191.0,0.0,16.0,113.0,,4.0,7263.0,23400.0,31.0,736.0,13500.0,13725.0,0.0,b'LEASE',48.0,15045.0,110.0,2100.0,1.0,4.75
1911,0.0,0.0,4192.0,,,,,,,,0.0,,11300.0,10500.0,2000.0,b'LOAN',48.0,9818.43,94.0,3500.0,0.0,4.75
